year,month,province,region,animal_bites,vaccinated,serum,human_cases,deaths
2020,7,Lạng Sơn,Miền Bắc,156,107,29,1,1
2020,7,Sơn La,Miền Bắc,150,129,35,0,0
2020,7,Thanh Hóa,Miền Bắc,146,102,26,0,0
2020,7,Nghệ An,Miền Bắc,199,157,53,0,0
2020,7,Đà Nẵng,Miền Trung,158,112,27,1,0
2020,7,Quảng Nam,Miền Trung,112,74,21,0,0
2020,7,Quảng Ngãi,Miền Trung,139,120,26,0,0
2020,7,Bình Định,Miền Trung,136,91,19,1,1
2020,7,Khánh Hòa,Miền Trung,133,109,39,2,2
2020,7,Phú Yên,Miền Trung,122,104,41,0,0
2020,7,Gia Lai,Tây Nguyên,194,134,30,1,1
2020,7,Đắk Lắk,Tây Nguyên,164,117,37,1,1
2020,7,Lâm Đồng,Tây Nguyên,181,156,58,2,2
2020,7,Kon Tum,Tây Nguyên,148,100,41,0,0
2020,7,Hồ Chí Minh,Miền Nam,100,81,15,1,0
2020,7,Cần Thơ,Miền Nam,147,127,47,1,1
2020,7,An Giang,Miền Nam,123,97,23,1,0
2020,7,Kiên Giang,Miền Nam,155,113,42,0,0
2020,7,Đồng Tháp,Miền Nam,124,93,27,1,0
2020,7,Bình Phước,Miền Nam,157,118,29,1,1
2020,7,Tây Ninh,Miền Nam,151,103,34,2,1
2020,8,Hà Nội,Miền Bắc,172,114,30,1,0
2020,8,Hải Phòng,Miền Bắc,144,102,20,0,0
2020,8,Quảng Ninh,Miền Bắc,113,90,17,0,0
2020,8,Bắc Giang,Miền Bắc,143,120,22,0,0
2020,8,Lạng Sơn,Miền Bắc,127,98,23,1,1
2020,8,Sơn La,Miền Bắc,151,120,33,1,1
2020,8,Thanh Hóa,Miền Bắc,120,92,35,0,0
2020,8,Nghệ An,Miền Bắc,155,109,41,1,0
2020,8,Đà Nẵng,Miền Trung,124,88,15,2,2
2020,8,Quảng Nam,Miền Trung,118,103,19,1,1
2020,8,Quảng Ngãi,Miền Trung,137,98,30,0,0
2020,8,Bình Định,Miền Trung,95,70,25,1,1
2020,8,Khánh Hòa,Miền Trung,127,89,16,2,0
2020,8,Phú Yên,Miền Trung,134,88,16,1,1
2020,8,Gia Lai,Tây Nguyên,164,128,35,2,2
2020,8,Đắk Lắk,Tây Nguyên,155,129,30,0,0
2020,8,Lâm Đồng,Tây Nguyên,139,101,39,0,0
2020,8,Kon Tum,Tây Nguyên,123,81,24,0,0
2020,8,Hồ Chí Minh,Miền Nam,106,81,17,1,1
2020,8,Cần Thơ,Miền Nam,128,103,19,0,0
2020,8,An Giang,Miền Nam,111,77,25,0,0
2020,8,Kiên Giang,Miền Nam,136,101,24,2,2
2020,8,Đồng Tháp,Miền Nam,116,101,21,3,1
2020,8,Bình Phước,Miền Nam,137,102,26,2,1
2020,8,Tây Ninh,Miền Nam,150,125,23,2,1
2020,9,Hà Nội,Miền Bắc,105,91,31,1,1
2020,9,Hải Phòng,Miền Bắc,117,83,30,0,0
2020,9,Quảng Ninh,Miền Bắc,101,80,28,0,0
2020,9,Bắc Giang,Miền Bắc,105,82,31,0,0
2020,9,Lạng Sơn,Miền Bắc,122,92,37,0,0
2020,9,Sơn La,Miền Bắc,107,71,17,0,0
2020,9,Thanh Hóa,Miền Bắc,114,88,19,0,0
2020,9,Nghệ An,Miền Bắc,133,101,19,0,0
2020,9,Đà Nẵng,Miền Trung,110,94,26,0,0
2020,9,Quảng Nam,Miền Trung,95,73,25,2,0
2020,9,Quảng Ngãi,Miền Trung,103,73,16,1,1
2020,9,Bình Định,Miền Trung,92,67,14,0,0
2020,9,Khánh Hòa,Miền Trung,105,77,27,1,1
2020,9,Phú Yên,Miền Trung,96,64,19,0,0
2020,9,Gia Lai,Tây Nguyên,144,101,20,0,0
2020,9,Đắk Lắk,Tây Nguyên,112,98,28,0,0
2020,9,Lâm Đồng,Tây Nguyên,132,95,24,0,0
2020,9,Kon Tum,Tây Nguyên,115,83,17,1,0
2020,9,Hồ Chí Minh,Miền Nam,97,82,24,1,1
2020,9,Cần Thơ,Miền Nam,112,77,16,1,1
2020,9,An Giang,Miền Nam,74,58,18,0,0
2020,9,Kiên Giang,Miền Nam,122,80,23,1,0
2020,9,Đồng Tháp,Miền Nam,116,90,31,0,0
2020,9,Bình Phước,Miền Nam,113,78,27,1,1
2020,9,Tây Ninh,Miền Nam,124,90,30,0,0
2020,10,Hà Nội,Miền Bắc,126,93,37,0,0
2020,10,Hải Phòng,Miền Bắc,97,84,22,0,0
2020,10,Quảng Ninh,Miền Bắc,88,60,20,1,1
2020,10,Bắc Giang,Miền Bắc,121,97,27,1,0
2020,10,Lạng Sơn,Miền Bắc,99,78,24,0,0
2020,10,Sơn La,Miền Bắc,100,74,16,1,1
2020,10,Thanh Hóa,Miền Bắc,109,90,27,0,0
2020,10,Nghệ An,Miền Bắc,129,95,23,0,0
2020,10,Đà Nẵng,Miền Trung,91,71,14,2,2
2020,10,Quảng Nam,Miền Trung,80,54,21,1,1
2020,10,Quảng Ngãi,Miền Trung,109,87,25,2,2
2020,10,Bình Định,Miền Trung,89,58,18,1,1
2020,10,Khánh Hòa,Miền Trung,109,79,29,1,0
2020,10,Phú Yên,Miền Trung,94,81,25,1,1
2020,10,Gia Lai,Tây Nguyên,140,107,25,1,1
2020,10,Đắk Lắk,Tây Nguyên,122,90,27,0,0
2020,10,Lâm Đồng,Tây Nguyên,122,83,25,0,0
2020,10,Kon Tum,Tây Nguyên,88,68,26,0,0
2020,10,Hồ Chí Minh,Miền Nam,112,75,14,0,0
2020,10,Cần Thơ,Miền Nam,107,70,28,1,0
2020,10,An Giang,Miền Nam,78,60,14,0,0
2020,10,Kiên Giang,Miền Nam,138,101,31,0,0
2020,10,Đồng Tháp,Miền Nam,103,78,21,0,0
2020,10,Bình Phước,Miền Nam,101,67,27,1,1
2020,10,Tây Ninh,Miền Nam,100,80,24,0,0
2020,11,Hà Nội,Miền Bắc,140,100,26,2,1
2020,11,Hải Phòng,Miền Bắc,112,77,28,0,0
2020,11,Quảng Ninh,Miền Bắc,102,79,30,2,2
2020,11,Bắc Giang,Miền Bắc,133,90,19,4,2
2020,11,Lạng Sơn,Miền Bắc,117,88,27,1,1
2020,11,Sơn La,Miền Bắc,110,89,28,2,2
2020,11,Thanh Hóa,Miền Bắc,103,78,19,1,0
2020,11,Nghệ An,Miền Bắc,118,79,26,1,0
2020,11,Đà Nẵng,Miền Trung,96,81,25,1,1
2020,11,Quảng Nam,Miền Trung,91,64,14,0,0
2020,11,Quảng Ngãi,Miền Trung,103,80,22,1,0
2020,11,Bình Định,Miền Trung,88,62,17,1,0
2020,11,Khánh Hòa,Miền Trung,115,89,30,3,1
2020,11,Phú Yên,Miền Trung,109,76,16,1,1
2020,11,Gia Lai,Tây Nguyên,134,93,38,2,1
2020,11,Đắk Lắk,Tây Nguyên,126,101,35,1,1
2020,11,Lâm Đồng,Tây Nguyên,138,102,24,0,0
2020,11,Kon Tum,Tây Nguyên,106,90,34,0,0
2020,11,Hồ Chí Minh,Miền Nam,114,82,15,0,0
2020,11,Cần Thơ,Miền Nam,94,67,25,1,0
2020,11,An Giang,Miền Nam,102,82,33,1,0
2020,11,Kiên Giang,Miền Nam,118,85,31,1,1
2020,11,Đồng Tháp,Miền Nam,96,65,22,1,0
2020,11,Bình Phước,Miền Nam,97,79,23,1,0
2020,11,Tây Ninh,Miền Nam,116,94,28,1,0
2020,12,Hà Nội,Miền Bắc,138,116,39,1,1
2020,12,Hải Phòng,Miền Bắc,139,121,41,1,0
2020,12,Quảng Ninh,Miền Bắc,96,71,15,0,0
2020,12,Bắc Giang,Miền Bắc,139,102,27,0,0
2020,12,Lạng Sơn,Miền Bắc,124,105,31,1,1
2020,12,Sơn La,Miền Bắc,120,89,32,0,0
2020,12,Thanh Hóa,Miền Bắc,130,97,28,0,0
2020,12,Nghệ An,Miền Bắc,150,108,34,1,1
2020,12,Đà Nẵng,Miền Trung,112,72,28,2,0
2020,12,Quảng Nam,Miền Trung,94,72,18,0,0
2020,12,Quảng Ngãi,Miền Trung,122,82,15,1,0
2020,12,Bình Định,Miền Trung,69,57,14,0,0
2020,12,Khánh Hòa,Miền Trung,114,96,37,0,0
2020,12,Phú Yên,Miền Trung,110,96,28,2,0
2020,12,Gia Lai,Tây Nguyên,167,135,35,0,0
2020,12,Đắk Lắk,Tây Nguyên,136,114,29,1,1
2020,12,Lâm Đồng,Tây Nguyên,128,91,25,0,0
2020,12,Kon Tum,Tây Nguyên,118,79,32,0,0
2020,12,Hồ Chí Minh,Miền Nam,92,66,14,1,1
2020,12,Cần Thơ,Miền Nam,106,82,16,1,1
2020,12,An Giang,Miền Nam,101,87,34,2,2
2020,12,Kiên Giang,Miền Nam,133,95,28,2,1
2020,12,Đồng Tháp,Miền Nam,107,76,31,1,0
2020,12,Bình Phước,Miền Nam,114,77,27,0,0
2020,12,Tây Ninh,Miền Nam,133,105,23,0,0
2021,1,Hà Nội,Miền Bắc,165,137,26,0,0
2021,1,Hải Phòng,Miền Bắc,133,97,20,2,0
2021,1,Quảng Ninh,Miền Bắc,107,85,27,1,1
2021,1,Bắc Giang,Miền Bắc,142,121,31,1,1
2021,1,Lạng Sơn,Miền Bắc,130,86,18,0,0
2021,1,Sơn La,Miền Bắc,116,100,21,1,1
2021,1,Thanh Hóa,Miền Bắc,135,92,36,0,0
2021,1,Nghệ An,Miền Bắc,155,112,45,2,0
2021,1,Đà Nẵng,Miền Trung,129,105,42,0,0
2021,1,Quảng Nam,Miền Trung,107,78,31,1,1
2021,1,Quảng Ngãi,Miền Trung,129,111,36,3,1
2021,1,Bình Định,Miền Trung,114,90,20,1,1
2021,1,Khánh Hòa,Miền Trung,121,103,31,1,1
2021,1,Phú Yên,Miền Trung,106,89,27,0,0
2021,1,Gia Lai,Tây Nguyên,180,147,53,2,2
2021,1,Đắk Lắk,Tây Nguyên,162,122,46,0,0
2021,1,Lâm Đồng,Tây Nguyên,174,144,55,0,0
2021,1,Kon Tum,Tây Nguyên,132,107,33,1,1
2021,1,Hồ Chí Minh,Miền Nam,124,93,38,2,2
2021,1,Cần Thơ,Miền Nam,135,92,24,2,1
2021,1,An Giang,Miền Nam,120,94,27,1,1
2021,1,Kiên Giang,Miền Nam,124,99,28,0,0
2021,1,Đồng Tháp,Miền Nam,125,108,43,1,1
2021,1,Bình Phước,Miền Nam,153,118,42,1,1
2021,1,Tây Ninh,Miền Nam,139,92,18,1,1
2021,2,Hà Nội,Miền Bắc,164,107,20,1,0
2021,2,Hải Phòng,Miền Bắc,167,124,23,1,1
2021,2,Quảng Ninh,Miền Bắc,122,100,41,2,2
2021,2,Bắc Giang,Miền Bắc,161,138,26,2,2
2021,2,Lạng Sơn,Miền Bắc,133,115,31,1,0
2021,2,Sơn La,Miền Bắc,146,114,41,0,0
2021,2,Thanh Hóa,Miền Bắc,162,138,45,0,0
2021,2,Nghệ An,Miền Bắc,166,142,51,1,0
2021,2,Đà Nẵng,Miền Trung,141,111,21,0,0
2021,2,Quảng Nam,Miền Trung,117,102,23,0,0
2021,2,Quảng Ngãi,Miền Trung,134,100,31,0,0
2021,2,Bình Định,Miền Trung,98,84,22,1,1
2021,2,Khánh Hòa,Miền Trung,130,92,23,3,2
2021,2,Phú Yên,Miền Trung,121,90,34,0,0
2021,2,Gia Lai,Tây Nguyên,217,157,56,1,0
2021,2,Đắk Lắk,Tây Nguyên,161,115,33,0,0
2021,2,Lâm Đồng,Tây Nguyên,167,110,35,1,0
2021,2,Kon Tum,Tây Nguyên,143,106,31,0,0
2021,2,Hồ Chí Minh,Miền Nam,127,83,22,1,0
2021,2,Cần Thơ,Miền Nam,152,126,48,1,0
2021,2,An Giang,Miền Nam,131,111,32,0,0
2021,2,Kiên Giang,Miền Nam,158,134,30,2,2
2021,2,Đồng Tháp,Miền Nam,123,88,32,0,0
2021,2,Bình Phước,Miền Nam,134,97,39,0,0
2021,2,Tây Ninh,Miền Nam,151,132,25,0,0
2021,3,Hà Nội,Miền Bắc,179,123,23,0,0
2021,3,Hải Phòng,Miền Bắc,172,130,42,1,1
2021,3,Quảng Ninh,Miền Bắc,132,100,27,2,0
2021,3,Bắc Giang,Miền Bắc,215,162,39,1,1
2021,3,Lạng Sơn,Miền Bắc,164,112,31,1,1
2021,3,Sơn La,Miền Bắc,179,139,55,0,0
2021,3,Thanh Hóa,Miền Bắc,135,117,36,0,0
2021,3,Nghệ An,Miền Bắc,174,140,49,1,1
2021,3,Đà Nẵng,Miền Trung,150,105,32,1,1
2021,3,Quảng Nam,Miền Trung,113,82,23,1,1
2021,3,Quảng Ngãi,Miền Trung,144,110,26,0,0
2021,3,Bình Định,Miền Trung,128,96,39,2,1
2021,3,Khánh Hòa,Miền Trung,138,104,28,1,0
2021,3,Phú Yên,Miền Trung,124,106,43,0,0
2021,3,Gia Lai,Tây Nguyên,190,153,37,1,0
2021,3,Đắk Lắk,Tây Nguyên,177,135,34,0,0
2021,3,Lâm Đồng,Tây Nguyên,179,140,58,0,0
2021,3,Kon Tum,Tây Nguyên,161,127,25,1,0
2021,3,Hồ Chí Minh,Miền Nam,118,77,29,0,0
2021,3,Cần Thơ,Miền Nam,142,123,24,0,0
2021,3,An Giang,Miền Nam,127,98,20,0,0
2021,3,Kiên Giang,Miền Nam,155,115,40,0,0
2021,3,Đồng Tháp,Miền Nam,138,120,49,1,0
2021,3,Bình Phước,Miền Nam,144,119,45,1,1
2021,3,Tây Ninh,Miền Nam,155,128,32,1,0
2021,4,Hà Nội,Miền Bắc,163,128,51,0,0
2021,4,Hải Phòng,Miền Bắc,175,124,36,0,0
2021,4,Quảng Ninh,Miền Bắc,140,109,36,1,1
2021,4,Bắc Giang,Miền Bắc,184,130,37,0,0
2021,4,Lạng Sơn,Miền Bắc,188,152,31,3,1
2021,4,Sơn La,Miền Bắc,154,101,33,0,0
2021,4,Thanh Hóa,Miền Bắc,156,120,25,2,0
2021,4,Nghệ An,Miền Bắc,207,156,32,3,0
2021,4,Đà Nẵng,Miền Trung,125,85,20,0,0
2021,4,Quảng Nam,Miền Trung,151,127,44,0,0
2021,4,Quảng Ngãi,Miền Trung,166,132,34,1,0
2021,4,Bình Định,Miền Trung,133,116,48,0,0
2021,4,Khánh Hòa,Miền Trung,158,126,26,3,1
2021,4,Phú Yên,Miền Trung,134,100,29,2,2
2021,4,Gia Lai,Tây Nguyên,210,171,41,1,1
2021,4,Đắk Lắk,Tây Nguyên,206,155,30,2,0
2021,4,Lâm Đồng,Tây Nguyên,205,159,35,0,0
2021,4,Kon Tum,Tây Nguyên,178,146,27,1,1
2021,4,Hồ Chí Minh,Miền Nam,133,92,20,0,0
2021,4,Cần Thơ,Miền Nam,160,104,19,2,1
2021,4,An Giang,Miền Nam,143,112,40,1,1
2021,4,Kiên Giang,Miền Nam,174,117,43,1,1
2021,4,Đồng Tháp,Miền Nam,155,110,36,0,0
2021,4,Bình Phước,Miền Nam,188,147,32,1,1
2021,4,Tây Ninh,Miền Nam,149,114,45,0,0
2021,5,Hà Nội,Miền Bắc,194,133,45,2,1
2021,5,Hải Phòng,Miền Bắc,170,132,31,1,1
2021,5,Quảng Ninh,Miền Bắc,146,117,29,0,0
2021,5,Bắc Giang,Miền Bắc,190,129,26,1,0
2021,5,Lạng Sơn,Miền Bắc,184,123,27,2,1
2021,5,Sơn La,Miền Bắc,173,114,32,4,2
2021,5,Thanh Hóa,Miền Bắc,183,151,60,1,1
2021,5,Nghệ An,Miền Bắc,231,159,62,1,0
2021,5,Đà Nẵng,Miền Trung,187,152,36,1,0
2021,5,Quảng Nam,Miền Trung,124,87,29,0,0
2021,5,Quảng Ngãi,Miền Trung,174,113,45,0,0
2021,5,Bình Định,Miền Trung,125,100,41,1,1
2021,5,Khánh Hòa,Miền Trung,143,96,23,1,0
2021,5,Phú Yên,Miền Trung,144,126,47,0,0
2021,5,Gia Lai,Tây Nguyên,191,129,41,3,2
2021,5,Đắk Lắk,Tây Nguyên,196,172,50,2,0
2021,5,Lâm Đồng,Tây Nguyên,198,157,43,0,0
2021,5,Kon Tum,Tây Nguyên,150,127,30,0,0
2021,5,Hồ Chí Minh,Miền Nam,150,114,24,3,3
2021,5,Cần Thơ,Miền Nam,166,124,44,0,0
2021,5,An Giang,Miền Nam,158,110,26,2,0
2021,5,Kiên Giang,Miền Nam,190,144,32,1,1
2021,5,Đồng Tháp,Miền Nam,179,134,47,1,1
2021,5,Bình Phước,Miền Nam,163,125,41,1,1
2021,5,Tây Ninh,Miền Nam,190,130,36,2,2
2021,6,Hà Nội,Miền Bắc,164,115,40,2,2
2021,6,Hải Phòng,Miền Bắc,178,124,29,0,0
2021,6,Quảng Ninh,Miền Bắc,137,89,34,1,1
2021,6,Bắc Giang,Miền Bắc,172,143,46,0,0
2021,6,Lạng Sơn,Miền Bắc,174,127,46,1,1
2021,6,Sơn La,Miền Bắc,178,119,48,2,1
2021,6,Thanh Hóa,Miền Bắc,133,102,32,1,1
2021,6,Nghệ An,Miền Bắc,196,157,59,0,0
2021,6,Đà Nẵng,Miền Trung,159,121,23,1,1
2021,6,Quảng Nam,Miền Trung,119,94,20,1,1
2021,6,Quảng Ngãi,Miền Trung,161,132,27,1,0
2021,6,Bình Định,Miền Trung,112,79,30,0,0
2021,6,Khánh Hòa,Miền Trung,157,124,32,1,1
2021,6,Phú Yên,Miền Trung,123,96,20,0,0
2021,6,Gia Lai,Tây Nguyên,191,157,32,3,2
2021,6,Đắk Lắk,Tây Nguyên,191,160,44,0,0
2021,6,Lâm Đồng,Tây Nguyên,191,134,49,1,0
2021,6,Kon Tum,Tây Nguyên,190,130,37,0,0
2021,6,Hồ Chí Minh,Miền Nam,136,99,28,1,1
2021,6,Cần Thơ,Miền Nam,149,97,27,1,1
2021,6,An Giang,Miền Nam,153,130,34,1,1
2021,6,Kiên Giang,Miền Nam,151,130,53,0,0
2021,6,Đồng Tháp,Miền Nam,171,121,42,2,2
2021,6,Bình Phước,Miền Nam,172,123,26,0,0
2021,6,Tây Ninh,Miền Nam,165,127,25,0,0
2021,7,Hà Nội,Miền Bắc,146,126,41,1,1
2021,7,Hải Phòng,Miền Bắc,143,108,35,2,0
2021,7,Quảng Ninh,Miền Bắc,118,96,33,0,0
2021,7,Bắc Giang,Miền Bắc,189,135,32,1,1
2021,7,Lạng Sơn,Miền Bắc,141,111,21,1,1
2021,7,Sơn La,Miền Bắc,141,98,20,1,0
2021,7,Thanh Hóa,Miền Bắc,142,97,33,3,2
2021,7,Nghệ An,Miền Bắc,175,139,28,1,1
2021,7,Đà Nẵng,Miền Trung,129,94,34,1,1
2021,7,Quảng Nam,Miền Trung,128,93,19,1,0
2021,7,Quảng Ngãi,Miền Trung,145,124,38,0,0
2021,7,Bình Định,Miền Trung,115,91,30,3,1
2021,7,Khánh Hòa,Miền Trung,125,101,20,0,0
2021,7,Phú Yên,Miền Trung,116,75,20,1,0
2021,7,Gia Lai,Tây Nguyên,179,151,32,4,2
2021,7,Đắk Lắk,Tây Nguyên,180,127,33,1,1
2021,7,Lâm Đồng,Tây Nguyên,165,140,39,2,0
2021,7,Kon Tum,Tây Nguyên,143,121,31,0,0
2021,7,Hồ Chí Minh,Miền Nam,132,109,31,1,1
2021,7,Cần Thơ,Miền Nam,149,109,33,1,0
2021,7,An Giang,Miền Nam,136,108,20,1,1
2021,7,Kiên Giang,Miền Nam,190,143,27,0,0
2021,7,Đồng Tháp,Miền Nam,146,111,26,1,1
2021,7,Bình Phước,Miền Nam,154,129,36,0,0
2021,7,Tây Ninh,Miền Nam,160,104,31,0,0
2021,8,Hà Nội,Miền Bắc,154,134,41,2,1
2021,8,Hải Phòng,Miền Bắc,142,103,22,1,1
2021,8,Quảng Ninh,Miền Bắc,109,89,33,2,2
2021,8,Bắc Giang,Miền Bắc,170,132,26,1,0
2021,8,Lạng Sơn,Miền Bắc,136,98,28,3,3
2021,8,Sơn La,Miền Bắc,131,97,22,0,0
2021,8,Thanh Hóa,Miền Bắc,134,110,33,1,0
2021,8,Nghệ An,Miền Bắc,162,140,50,0,0
2021,8,Đà Nẵng,Miền Trung,137,118,46,1,1
2021,8,Quảng Nam,Miền Trung,112,73,25,0,0
2021,8,Quảng Ngãi,Miền Trung,140,122,36,0,0
2021,8,Bình Định,Miền Trung,111,97,27,0,0
2021,8,Khánh Hòa,Miền Trung,145,114,31,0,0
2021,8,Phú Yên,Miền Trung,113,91,37,0,0
2021,8,Gia Lai,Tây Nguyên,190,147,28,4,3
2021,8,Đắk Lắk,Tây Nguyên,162,105,23,2,1
2021,8,Lâm Đồng,Tây Nguyên,159,138,29,0,0
2021,8,Kon Tum,Tây Nguyên,148,98,28,0,0
2021,8,Hồ Chí Minh,Miền Nam,96,79,31,1,1
2021,8,Cần Thơ,Miền Nam,137,115,40,1,1
2021,8,An Giang,Miền Nam,114,88,34,1,0
2021,8,Kiên Giang,Miền Nam,154,116,37,0,0
2021,8,Đồng Tháp,Miền Nam,119,79,24,0,0
2021,8,Bình Phước,Miền Nam,122,88,26,1,0
2021,8,Tây Ninh,Miền Nam,139,114,46,0,0
2021,9,Hà Nội,Miền Bắc,119,93,20,0,0
2021,9,Hải Phòng,Miền Bắc,124,91,25,1,1
2021,9,Quảng Ninh,Miền Bắc,115,84,26,3,2
2021,9,Bắc Giang,Miền Bắc,130,95,36,1,0
2021,9,Lạng Sơn,Miền Bắc,137,105,33,0,0
2021,9,Sơn La,Miền Bắc,122,82,17,1,0
2021,9,Thanh Hóa,Miền Bắc,122,80,16,1,1
2021,9,Nghệ An,Miền Bắc,131,101,38,0,0
2021,9,Đà Nẵng,Miền Trung,120,93,32,0,0
2021,9,Quảng Nam,Miền Trung,79,60,20,0,0
2021,9,Quảng Ngãi,Miền Trung,129,86,24,2,2
2021,9,Bình Định,Miền Trung,102,86,22,0,0
2021,9,Khánh Hòa,Miền Trung,96,67,17,0,0
2021,9,Phú Yên,Miền Trung,91,68,17,2,1
2021,9,Gia Lai,Tây Nguyên,139,98,19,0,0
2021,9,Đắk Lắk,Tây Nguyên,148,104,32,1,0
2021,9,Lâm Đồng,Tây Nguyên,127,83,22,0,0
2021,9,Kon Tum,Tây Nguyên,114,94,21,2,1
2021,9,Hồ Chí Minh,Miền Nam,87,71,19,0,0
2021,9,Cần Thơ,Miền Nam,111,95,29,2,1
2021,9,An Giang,Miền Nam,94,70,16,0,0
2021,9,Kiên Giang,Miền Nam,131,110,31,1,1
2021,9,Đồng Tháp,Miền Nam,103,89,23,0,0
2021,9,Bình Phước,Miền Nam,114,74,17,1,1
2021,9,Tây Ninh,Miền Nam,115,89,22,0,0
2021,10,Hà Nội,Miền Bắc,133,117,29,0,0
2021,10,Hải Phòng,Miền Bắc,102,72,26,2,2
2021,10,Quảng Ninh,Miền Bắc,93,76,21,1,1
2021,10,Bắc Giang,Miền Bắc,135,116,43,1,1
2021,10,Lạng Sơn,Miền Bắc,114,99,25,0,0
2021,10,Sơn La,Miền Bắc,109,73,16,0,0
2021,10,Thanh Hóa,Miền Bắc,108,88,24,0,0
2021,10,Nghệ An,Miền Bắc,124,82,15,1,0
2021,10,Đà Nẵng,Miền Trung,126,102,30,2,0
2021,10,Quảng Nam,Miền Trung,80,64,17,1,0
2021,10,Quảng Ngãi,Miền Trung,125,91,29,0,0
2021,10,Bình Định,Miền Trung,77,51,20,0,0
2021,10,Khánh Hòa,Miền Trung,99,77,15,0,0
2021,10,Phú Yên,Miền Trung,112,92,16,0,0
2021,10,Gia Lai,Tây Nguyên,145,124,41,0,0
2021,10,Đắk Lắk,Tây Nguyên,110,79,21,0,0
2021,10,Lâm Đồng,Tây Nguyên,132,101,20,1,1
2021,10,Kon Tum,Tây Nguyên,119,98,22,0,0
2021,10,Hồ Chí Minh,Miền Nam,90,77,17,0,0
2021,10,Cần Thơ,Miền Nam,96,72,28,1,0
2021,10,An Giang,Miền Nam,103,74,20,0,0
2021,10,Kiên Giang,Miền Nam,107,85,20,0,0
2021,10,Đồng Tháp,Miền Nam,93,78,23,0,0
2021,10,Bình Phước,Miền Nam,99,68,18,1,0
2021,10,Tây Ninh,Miền Nam,90,70,22,0,0
2021,11,Hà Nội,Miền Bắc,121,98,32,0,0
2021,11,Hải Phòng,Miền Bắc,101,68,27,0,0
2021,11,Quảng Ninh,Miền Bắc,93,71,18,2,1
2021,11,Bắc Giang,Miền Bắc,121,79,28,0,0
2021,11,Lạng Sơn,Miền Bắc,116,97,25,1,0
2021,11,Sơn La,Miền Bắc,112,97,32,0,0
2021,11,Thanh Hóa,Miền Bắc,99,72,24,0,0
2021,11,Nghệ An,Miền Bắc,123,81,22,1,0
2021,11,Đà Nẵng,Miền Trung,119,82,25,3,2
2021,11,Quảng Nam,Miền Trung,84,72,22,1,0
2021,11,Quảng Ngãi,Miền Trung,85,71,25,0,0
2021,11,Bình Định,Miền Trung,86,55,13,0,0
2021,11,Khánh Hòa,Miền Trung,96,68,15,0,0
2021,11,Phú Yên,Miền Trung,110,73,19,1,0
2021,11,Gia Lai,Tây Nguyên,156,119,22,1,0
2021,11,Đắk Lắk,Tây Nguyên,126,98,28,1,1
2021,11,Lâm Đồng,Tây Nguyên,130,89,35,0,0
2021,11,Kon Tum,Tây Nguyên,120,83,24,1,1
2021,11,Hồ Chí Minh,Miền Nam,103,88,35,1,0
2021,11,Cần Thơ,Miền Nam,98,64,19,0,0
2021,11,An Giang,Miền Nam,86,64,21,0,0
2021,11,Kiên Giang,Miền Nam,121,94,31,1,0
2021,11,Đồng Tháp,Miền Nam,102,81,14,1,1
2021,11,Bình Phước,Miền Nam,118,86,27,1,0
2021,11,Tây Ninh,Miền Nam,110,72,17,1,0
2021,12,Hà Nội,Miền Bắc,131,100,39,1,1
2021,12,Hải Phòng,Miền Bắc,128,95,28,0,0
2021,12,Quảng Ninh,Miền Bắc,99,85,21,0,0
2021,12,Bắc Giang,Miền Bắc,148,112,40,2,2
2021,12,Lạng Sơn,Miền Bắc,135,94,26,2,1
2021,12,Sơn La,Miền Bắc,121,87,27,1,0
2021,12,Thanh Hóa,Miền Bắc,129,109,31,0,0
2021,12,Nghệ An,Miền Bắc,135,115,31,1,0
2021,12,Đà Nẵng,Miền Trung,127,97,22,0,0
2021,12,Quảng Nam,Miền Trung,107,75,30,1,1
2021,12,Quảng Ngãi,Miền Trung,121,101,31,0,0
2021,12,Bình Định,Miền Trung,118,80,24,0,0
2021,12,Khánh Hòa,Miền Trung,132,93,25,0,0
2021,12,Phú Yên,Miền Trung,114,78,19,0,0
2021,12,Gia Lai,Tây Nguyên,141,109,38,3,1
2021,12,Đắk Lắk,Tây Nguyên,159,137,38,0,0
2021,12,Lâm Đồng,Tây Nguyên,142,110,28,1,1
2021,12,Kon Tum,Tây Nguyên,139,107,26,0,0
2021,12,Hồ Chí Minh,Miền Nam,106,72,26,2,2
2021,12,Cần Thơ,Miền Nam,119,82,27,0,0
2021,12,An Giang,Miền Nam,114,79,21,0,0
2021,12,Kiên Giang,Miền Nam,126,109,36,0,0
2021,12,Đồng Tháp,Miền Nam,110,79,16,1,1
2021,12,Bình Phước,Miền Nam,110,85,21,3,1
2021,12,Tây Ninh,Miền Nam,114,83,27,0,0
2022,1,Hà Nội,Miền Bắc,149,127,24,2,2
2022,1,Hải Phòng,Miền Bắc,142,100,30,1,0
2022,1,Quảng Ninh,Miền Bắc,109,75,23,0,0
2022,1,Bắc Giang,Miền Bắc,161,113,21,0,0
2022,1,Lạng Sơn,Miền Bắc,149,129,35,1,1
2022,1,Sơn La,Miền Bắc,130,99,30,0,0
2022,1,Thanh Hóa,Miền Bắc,163,138,48,1,1
2022,1,Nghệ An,Miền Bắc,167,143,48,1,1
2022,1,Đà Nẵng,Miền Trung,130,87,24,0,0
